question,credit_card,loan,general
" Nếu tôi chịu rõ rệt tính năng quảng cáo, có thể được nhận ưu đãi cho thẻ tín dụng không?",0,0,1
 Tôi có thể mở một thẻ tín dụng và một sản phẩm bảo hiểm cùng lúc không?,1,0,0
 Sự đáng tin cậy của chính phủ trong việc thực hiện các lệnh thủ tuấn cho các ngân hàng?,0,1,0
 Làm thế nào để đăng ký dịch vụ internet banking của ngân hàng?,0,0,1
 Tôi có thể mở một sản phẩm hoán đổi ngoại tệ và một vay tín chấp cùng lúc không?,1,0,0
" Chính sách xác minh thông tin tài khoản của ngân hàng, là gì?",0,0,1
 Có thể tôi vay vốn để mở một cửa hàng mới chứ?,0,0,1
 Điều kiện để có thể mở một thẻ tín dụng online không?,0,0,1
 Có thể vay vốn để mua một xe máy hoặc xe ô tô mới?,0,0,1
 Hình thức thanh toán tiền lãi vay nhanh (express loan)?,0,1,0
 Dịch vụ nào được tư vấn hỗ trợ cho khách hàng vay vốn tốt nhất?,0,0,1
" Ngoài ra, có bất kỳ ưu đãi khác để được quý khách hưởng ưu đãi quốc gia khi được chọn làm ngân hàng hàng ngày?",1,0,0
" Nếu chế độ vay theo giời túc, tôi muốn hưởng ưu đãi gì để có thể nhanh hơn trong quá trình vay?",0,1,0
" Nếu tôi muốn được tốt nhất hữu ích của VPBank Loyality, tôi cần làm gì?",0,0,1
" Khi mua hàng trực tuyến, ngân hàng hỗ trợ giảm giá gì cho khách hàng được tham gia Chương Trình VPBank Shield?",0,0,1
 Liệu tôi có thể trả lại một vay đã trả lũy kến một lần nữa nếu tình hình tăng trưởng không đạt yệu cầu?,0,0,1
" Xem xét điều kiện để trở thành đại lý VPBank, có kỳ hạn thời gian hay không?",0,0,1
" Khi tôi mở vay tiêu dùng, có được mở thêm một vay tín chấp không?",0,0,1
 Thẻ tín dụng có sử dụng cho việc thanh toán vay không?,0,0,1
 Làm thế nào để kiểm soát tốt rủi ro khi vay vốn online?,0,0,1
 VPBank có thể cho phép mua sắm online với thẻ ghi nợ nội địa không?,0,0,1
 Thẻ ghi nợ Nội địa có tính chất là vay không?,0,0,1
 Phải đặt trước để có thể hoạt động những dịch vụ qua email ở VPBank?,1,0,0
 Có thể quay lương của mình thông qua thẻ ghi nợ nội địa không?,0,0,1
 Có phần trăm thuốc liệu hoạt chất trong các gói khuyến mại tài khoản VPBank Loyalty không?,0,0,1
" Trong vai trò làm ngân hàng, hãy giải thích về tài trợ vốn để mua nhà, bao gồm điều kiện và lợi ích?",0,0,1
" Tôi muốn biết giá các loại thẻ tín dụng của các ngân hàng, có thể hỏi như thế nào?",0,0,1
" Nếu tôi chết mất, có thể các thẻ tín dụng của tôi được ngân hàng bắt đầu chi phí nộp lương, hay không?",0,0,1
 Ngân hàng có đáp ứng yêu cầu tài trợ dự án kinh doanh nhỏ không?,0,0,1
 Vay siêu tốc cho phép viết ký mới vào hợp đồng?,0,0,1
 Điều kiện để được hỗ trợ đăng ký VPBank Loyalty?,0,0,1
 Điều kiện mở thẻ tín dụng VPBank Prime 5in1?,0,0,1
 Ngân hàng có cung cấp dịch vụ bảo lãnh đối ứng không?,0,1,0
 Gói tài khoản số đẹp bao gồm những dịch vụ nào?,0,0,1
 Tài khoản số đẹp tốn phí bao nhiêu hồng để sử dụng tính từ tháng 1?,0,1,0
 Tại sao lại phải đăng ký dịch vụ Giao Dịch Qua Email để giao dịch online?,0,0,1
 Vay nốp lịch trả nợ: Làm thế nào để rút tiền sau khi thanh toán vay?,0,1,0
 Lưu ý khi áp dụng dịch vụ Tài khoản số đẹp: Tại sao nên lựa chọn loại tài khoản này?,0,0,1
 Làm thế nào để gửi tiết kiệm vào thẻ tín dụng?,0,0,1
" Nếu khách hàng không muốn phải lưu trữ thẻ, có thể làm gì để vay vốn với VPBank?",0,0,1
" Khi tôi cần vay nhiều tiền, tôi có thể chọn loại vay nào?",0,1,0
" Nếu tôi sử dụng Vay đa năng, tôi có thể nạp tiền lại khi tiền hạn hoạt động kết thúc không?",0,0,1
 Tôi có thể mở vay và thẻ tín dụng cùng lúc đại diện tại nhà?,1,0,0
 Đóng góp bao nhiêu tiền mỗi tháng để đảm bảo lãi quan trọng được trả lũy?,0,1,0
 Có thể có vay gấp chất lượng cao cho quần áo để bán lấy thu về?,0,0,1
" Nếu không có đủ điều kiện để trả vay, thì sẽ gặp sao?",0,0,1
 Dịch vụ chuyển tiền quốc tế có giá trị hấp dẫn hơn để gửi tiền cho hàng hóa ngoài nước?,1,0,0
 Bảo hiểm giữ cho tôi an toàn trước quá trình được đề nghị vay không?,0,1,0
 Cho vay nhỏ nhất để mua laptop là bao nhiêu tiền?,0,0,1
 Làm thế nào để trả lương gói tài khoản số đẹp VPSuper một cách hiệu quả?,0,1,0
 Dịch vụ vay của ngân hàng có giảm lãi suất gì khi khách hàng tăng tiền vay?,0,0,1
 Làm thế nào để biết ngân hàng cung cấp cho vay nhanh nhất cho khách hàng mới?,0,0,1
" Khi dùng VPBank NEO, khách hàng có thể thực hiện tất cả những gì một ngân hàng điện tử phải cho phép?",1,1,0
" Trong quá trình dùng ứng dụng VPBank NEO, tìm hiểu cách bảo mật bảng mật khẩu của mình quan trọng hạn?",0,0,1
 Dùng rõ hơn gì mô tả các dịch vụ bảo hiểm đối với khách hàng có tài sản lớn?,0,1,0
 Làm sao để kiểm soát hoạt động các thẻ của mình trực tuyến?,0,0,1
 Tôi có thể hoàn thành yêu cầu vay đa năng qua trang web không?,0,1,0
 Có thể gửi thanh toán điện thoại qua ứng dụng điện thoại của một ngân hàng không?,0,0,1
" Dạn nghèo, tôi cần một sách sống giúp tăng doanh thu. Tình hình tài chính tôi có thể mượn tiền tại một ngân hàng để mua sách này không?",0,1,0
Có thể mua bán ngoại tệ trực tiếp qua ứng dụng VPBank NEO không?,0,0,1
"Nếu tôi lã thành tiền vay, tôi có thể thanh toán nó bằng thẻ tín dụng hoặc không?",0,0,1
Có nên mở thẻ tín dụng hoặc chọn dịch vụ vay để tiêu dùng sản phẩm mỗi ngày không?,1,0,0
Vay thế chấp đáp ứng nhu cầu gì của khách hàng?,1,0,0
Có thể sử dụng bảo hiểm nhanh chóng khi có thời gian trả góp lâu không?,0,1,0
" Nếu khách hàng muốn đóng yêu cầu vay ngân hàng, phải có một thẻ tín dụng cũ hoặc có thể không?",0,0,1
" Nếu tôi không đủ điều kiện cho để mở thẻ tín dụng, có thể mở thẻ thế nào khác?",1,0,0
 Bảo lãnh quốc tế: Ngân hàng hỗ trợ nhận hàng ngoại thường phải có đủ điều kiện nào?,0,0,1
" Nếu khách hàng không thể thanh toán lại vay đầu tiên, Ngân hàng có thể sa thành gì?",0,0,1
 Sản phẩm Vay Thuế+ bán ra tại đâu?,0,0,1
" Nếu tôi mua quà trang sức trên trang web, có thể tạm gửi tiền bằng thẻ tín dụng không?",0,0,1
" Vay vốn nhỏ sử dụng tài sản liên kết đã tồn tại trước, có được chấp nhận không?",0,0,1
 Đặt thẻ tín dụng mới có bốc thải quá trình nào?,0,0,1
 Có khách hàng nào được nhận ưu đãi đặc biệt khi mở thẻ Tiết kiệm trả lãi trước của VPBank?,0,0,1
 Dịch vụ giao dịch qua email đáng để sử dung hay không?,0,0,1
 Tôi có thể sử dụng thẻ vay và thẻ tín dụng cùng một lúc để mua sắm online?,1,0,0
 Có phải chỉ người có doanh nghiệp được tìm kiếm các dịch vụ doanh nghiệp do nữ làm chủ?,1,0,0
 Hãy giúp tôi biết tìm kiếm sản phẩm bán dẫn như thế nào trên ứng dụng VPBank NEO?,1,0,0
 Thẻ nào tốt nhất cho khách hàng gia dương?,0,0,1
 Vay tiếp sức chủ sạp có tính năng phát hành thẻ không?,0,0,1
 Phía bán có thể hỗ trợ cho tôi biết lãi suất không?,0,0,1
 Tại sao việc gửi tiền bằng dịch vụ giao dịch qua email là một lựa chọn tốt?,0,0,1
" Nhượng bộ quyền sử dụng thẻ tín dụng cho thành viên gia đình, có hợp pháp không?",0,0,1
 Khi nạp tiền vào thẻ tín dụng thì sẽ có chi phí bao nhiêu?,0,0,1
 Nếu không có gửi tiền bằng điện thoại thì có thể mua sản phẩm thông qua website nhân tạo không?,0,0,1
" Đối với dịch vụ gửi tiền bằng thẻ tín dụng, có những khoản trừ không?",0,0,1
 Đặt một câu hỏi về lợi ích đối xứng cho khách hàng khi sử dụng VPBank Loyalty với số dư tài khoản tín dụng?,1,0,0
 Tôi có thể mở vay theo dạng góp được từ VPBank trong vòng một ngày?,0,1,0
 VPBank có gửi thông tin về hết sức hỗ trợ và ưu đãi khách hàng khi chúng tôi gửi tiết kiệm kèm theo giao dịch qua email không?,0,0,1
 Tôi có thể hủy lịch gửi tiết kiệm đang đăng ký bằng VPBank trước khi chính thức gửi tiết kiệm?,0,0,1
 Tôi có thể mở vay trả góp lương và dùng chứng nhận lương không?,0,1,0
" Khi đi dạy hay làm việc quốc tế, tôi có thể dùng được dịch vụ giao ngân hàng quốc tế của ngân hàng không?",1,1,0
 Dịch vụ nào hỗ trợ cho việc rút tiền được tại quầy tài xưởng?,0,0,1
 Điều kiện vay nhà trong quy định của ngân hàng là gì?,0,0,1
 Tìm hiểu xem loại vay tại ngân hàng có hỗ trợ cho việc mở thương hiệu mới?,0,0,1
 Có thể mình mở và sử dụng các loại thẻ ghi nợ và vay tín dụng cùng lúc?,1,0,0
 Điều kiện mở thẻ ghi nợ nội địa là bao nhieu đại lượng tiền bạc?,0,0,1
 Có thể mua hợp đồng mua bán ngoại tệ với chiết khấu nhanh 3 giờ dựa trên thẻ ghi nợ?,0,1,0
 Có một chương trình tài trợ nào cho khách hàng mới mở tài khoản ngân hàng của bank?,0,0,1
 Tôi có thể sử dụng thẻ và vay trong một cái giao dịch đơn lúc không?,1,0,0
 Hội nghị thông tin cầu hộng vằ giá phị cho việc đăng ký bảo hiểm thủy hại?,0,1,0
 Điều kiện gỡ bỏ hạn suất dùng thẻ ghi nợ bình thường là gì?,0,0,1
 Điều kiện mở gởi tiết kiệm từ thẻ tín dụng lần đầu tiên là gì?,0,0,1
 Số tiền lương thường xuyên tối đa để đăng ký dịch vụ cho vay nhanh nhất là bao nhiêu?,0,0,1
 Có thể vay và mở thẻ tín dụng cùng lúc không?,1,0,0
 Điều kiện để nhanh chóng được phê duyệt một yêu cầu vay ngân hàng là gì?,0,1,0
 Dịch vụ bảo lãnh dự thầu của một ngân hàng tốt nhất là gì?,0,1,0
 Sản phẩm tín dụng có được hỗ trợ chuyển tiền không?,0,0,1
 Phiếu giáo hội tài chính là gì?,0,1,0
 Thẻ tín dụng được sử dụng để mua gì?,0,0,1
 Tại sao lại phải đóng yếu tố phí giao dịch khi mình muốn gửi tiền qua điện thoại?,0,0,1
 Điều kiện để được trải nghiệm dịch vụ Logistics của ngân hàng VPBank là gì?,0,1,0
 Điều kiện để được trải nghiệm dịch vụ giao dịch qua email của ngân hàng nào đảm bảo bảo mật?,0,0,1
 Có một dịch vụ thay thế cho Vay tín chấp để khách hàng có thể tiết kiệm lãi suất không?,0,1,0
 What are the common requirements to apply for a loan?,0,1,0
 Can I get a loan using my savings account as collateral?,0,0,1
 Is it possible to pay off my loan earlier without any penalties?,0,0,1
 What is the maximum loan amount that I can apply for?,1,0,0
 What happens if I miss a loan repayment?,0,0,1
 Can I check my loan balance online?,0,0,1
 Do I need to visit a branch to apply for a loan?,0,0,1
 Can I use my mobile device to make loan repayments?,0,0,1
 Is there a grace period before I start repaying my loan?,0,0,1
. What are the benefits of having a secured loan?,0,0,1
. Can I use my loan for business purposes?,0,0,1
. Is it possible to apply for a loan with a co-applicant?,0,0,1
. What documents do I need to prepare before applying for a loan?,0,0,1
. Do I need to pay any fees to maintain my loan account?,0,0,1
. Can I apply for a loan even if I have a poor credit score?,0,0,1
" Nếu tôi được chấp nhận cho việc vay một lượng, tôi có thể giảm số lượng mối quyết định cho việc vay để giảm lãi suất?",0,0,1
" Dựa trên kinh nghiệm của bạn, thẻ tín dụng dành riêng cho sinh viên rất tốt hơn không?",0,0,1
 Ngân hàng có gì để giúp khách hàng tìm kiếm được các sản phẩm dịch vụ phù hợp cho họ?,1,0,0
 Tôi có thể hỏi về tình trạng tài khoản của mình online?,0,0,1
 Dịch vụ vay trung hạn của ngân hàng như thế nào?,0,0,1
 Có thể thay đổi số điện thoại liên hệ của mình khi có thẻ?,0,0,1
 Tôi có thể mở hộ khẩu tài khoản quản lý tiền điện tử không?,0,0,1
 Dịch vụ bảo lãnh ngân hàng liệu có bảo đảm an toàn cho vay vốn không?,0,0,1
 Có thể cho phép nhận thông báo qua email về hoạt động thẻ tín dụng?,0,0,1
 Tại sao một vay trả góp thích hợp hơn một vay siêu vốn?,0,0,1
 Tôi muốn biết xem một gói dịch vụ ngân hàng bao gồm gì?,1,0,0
 Có thể trả phí lưu trữ cho thẻ tín dụng không?,0,0,1
" Để được giảm phí dịch vụ qua Internet Banking, tôi phải làm gì?",1,0,0
 Vay gì để mở ra thị trường kinh doanh cho doanh nghiệp?,1,0,0
" Tôi muốn mở một thẻ ghi nợ nội địa, nhưng tôi đang có một thẻ tín dụng trong tài khoản của mình, có thể tôi có thể mở thêm một thẻ ghi nợ không?",0,0,1
" Nếu tôi đang có một thẻ tín dụng và một vay cùng lúc, tôi có thể đăng ký cho một vay mới để thay thế cho vay cũ không?",1,0,0
 Điều kiện để được mở thẻ tín dụng là gì?,0,0,1
 Điều kiện để được vay tốt nhất là gì?,0,0,1
 Hợp đồng cho vay đến một ngày nào được gọi là gì?,0,0,1
 Tôi có thể đổi thẻ ghi nợ nội địa thành thẻ ghi nợ quốc tế?,0,0,1
 Dịch vụ tiền gửi cho người doanh nghiệp có kỳ hạn nào ưu đãi?,0,1,0
 Dịch vụ nào hỗ trợ khách hàng tiết kiệm tiền hưởng lãi cho kế hoạch lập ra rồi?,1,0,0
 Thẻ tín dụng có thể mở cho doanh nghiệp không?,0,0,1
 Tôi có thể mở hội nghị ngân hàng online không?,0,1,0
"Bạn có thể hỗ trợ tôi mở một vay thế chấp không? (credit, loan)",0,0,1
"Tìm hiểu xem ngân hàng có cung cấp bất kỳ chương trình tài trợ nào cho doanh nghiệp do nữ làm chủ hay không? (loan, general)",0,0,1
"Tôi có thể dùng thẻ tín dụng cho việc gửi tiền quốc tế không? (credit, loan)",0,0,1
Tìm hiểu xem có bao nhiêu loại dịch vụ tiền gửi ngân hàng cung cấp? (general),0,0,1
Sử dụng thẻ nào để được chiết kiểm lãi thuế trên giao dịch tiêu dùng trong nước? (credit),0,0,1
 Tôi có thể mở vay cá nhân và thẻ tín dụng cùng lúc?,1,0,0
 Điều kiện để được trải niệm dịch vụ giao dịch qua email?,0,0,1
 Ngân hàng có ưu đãi cho khách hàng sử dụng dịch vụ truyền tiện cả nghề nghiệp và số dư?,0,0,1
 Phí bảo hành cho vay chính mạng là bao nhiêu?,0,0,1
 Thẻ nào có tính năng giảm giá trực tuyến?,0,0,1
" Thông tin về gói VPBank Loyalty, bao gồm phí và lợi ích?",1,0,0
" Tôi muốn biết lãi suất cho vay tín chấp XNK nhập khẩu với điều kiện 24 tháng trả góp, tốt nhất bao nhiêu?",0,0,1
" Ngoài ra quá trình đăng ký thẻ tín dụng, có phải cần gửi bất kỳ giấy tờ nào đến trung tâm ngân hàng không?",0,0,1
 Nhờ Thu Chứng Từ NK được tìm thấp nhất ở đâu?,1,0,0
 Dịch vụ bảo lãnh nhận hàng liên tục có miễn phí không?,0,0,1
 Có khả nghĩa rằng tôi có thể đổi một thẻ thanh toán thành một thẻ tín dụng?,0,0,1
 Ngân hàng có hỗ trợ giảm giá hoặc sự lấp động cho dịch vụ tiền gửi không?,0,1,0
" Để có thể mở tài khoản tín dụng, tôi cần phải có một số dư ở tài khoản tiền gửi?",0,0,1
 Thẻ nào có tính năng hỗ trợ giảm giá nhiều nhất?,0,0,1
" Ngoài ra dịch vụ gửi tiền trong nước, có khách hàng còn có thể gửi tiền qua các hạng mục khác không?",1,0,0
" Khi muốn giảm phí cho vay trong thời gian ngắn, tại sao nhưng lựa chọn thẻ ghi nợ nội địa hơn vay vốn?",0,1,0
" Trên đây có thể đăng ký một điều kiện dự thầu cho dịch vụ bảo lãnh nội địa, chứ không phải chỉ cho dịch vụ bảo lãnh thực hiện hợp đồng?",0,0,1
 Có thể mở vay quảng cáo với tiết kiệm tín dụng?,0,1,0
 Tôi có thể có hai thẻ tín dụng cùng mã số giảm tại một thời điểm đối với một tài khoản không?,0,0,1
 Khi nào là ngày trả tiền thịt ra trong vay tín chấp?,0,0,1
 Vay của mình có thể bị giải phóng không?,0,0,1
 Liên kết tiết kiệm gần nhất với dịch vụ chuyển tiền qua Internet Banking là gì?,1,0,0
 Một thẻ đối tượng cho phép lấy tiền tại đối tượng bán hàng hay không?,0,0,1
 Tôi có thể trả vay tín chấp bằng thẻ tín dụng không?,0,1,0
 VPBank có phân loại thẻ tín dụng theo mức doanh thu hay không?,0,0,1
" Khi vay vốn, mô hình cho dau tien giai đoạn sau như thế nào?",0,1,0
 Ngân hàng có mẫu thẻ gì cho phép mở rộng lương thẻ với số tiền mỗi lần không quá 2 triệu?,0,0,1
" Trên một số thẻ tín dụng, có thể thực hiện giao dịch nhập tiền tại đối tác để tiết kiệm lãi thành viên không?",0,0,1
 Vui lòng hỏi ngân hàng nào cung cấp hợp đồng mua bán ngoại tệ hoán đổi?,0,1,0
" Khi muốn dịch vụ giao dịch qua email, tôi phải có đăng ký gì?",0,0,1
 Sản phẩm vay thế chấp sạp chợ có tính năng gì khác biệt so với vay thế chấp sạp chợ?,0,0,1
" Nếu tôi đang sử dụng dịch vụ vay thế chấp sạp chợ, có thể sử dụng thẻ tín dụng không?",0,0,1
 Làm sao để tìm hiểu thêm về sản phẩm Tiết kiệm trả lãi trước của VPBank?,0,1,0
" Nếu tôi mở vay xuất nhập khẩu, có thể gửi thêm tiền không?",0,0,1
 Hợp đồng mua bán ngoại tệ có đòi hỏi lưu ngân hàng nào không?,0,1,0
" Khi tôi gửi tiền, có thể chuyển cho tài khoản khác của mình không?",1,0,0
 Dịch vụ tài trợ XNK có được hỗ trợ doanh nghiệp siêu nhỏ không?,0,0,1
" Đối với nhà đầu tư, tôi có thể biết tốt lãi suất của các dịch vụ chiết khấu L/C trước khi đăng ký?",0,0,1
Vay tín dụng có được sử dụng để vay cho bất kỳ mục đích nào?,0,0,1
Vấn đề gì có thể gặp phải khi đang sử dụng ứng dụng cho thẻ tín dụng?,0,0,1
Điều kiện để nhận được dịch vụ bảo lãnh hàng để gửi đến đối được là gì?,0,1,0
Khi có phí lời giải giao dịch quá hết rất nhanh thì ngân hàng có cung cấp gì cho khách hàng?,0,1,0
" Nếu tôi là doanh nghiệp do nữ làm chủ, tôi có thể sử dụng giải pháp nào để vay tiền?",0,0,1
" Liên hệ để đăng ký một bảo hiểm VP Smart PLAN, bao nhiêu khoảng thời gian ít nhất?",0,1,0
" Nếu tôi muốn tìm hiểu về phương thức thanh toán cho lãi thuế, tôi có thể gặp gỡ ai đó để hỏi hỏi?",0,1,0
 Vay nhà đại lý có bao nhiêu lãi suất độ cao hơn?,0,0,1
" Khi mở một thẻ ghi nợ, phải góp tiền bất kỳ khoản gọi lên nào?",0,0,1
 VPBank có đang cung cấp dịch vụ nhà đất để mua bán không?,0,0,1
 Bên thứ ba có thể hủy một giao dịch trả góp tín dụng chưa hoàn thành không?,0,0,1
 Có thể mở thẻ tín dụng và vay cùng một lúc tại VPBank chứ?,1,0,0
 VPBank có dịch vụ gửi tiền qua thẻ cào không?,0,0,1
 Doanh nghiệp do nữ có gói tài khoản thanh toán phù hợp cho các công ty siêu nhỏ hay không?,0,0,1
 Làm sao để đăng ký lưu tiền bằng thẻ tín dụng tại VPBank?,0,0,1
 VPBank có có được hỗ trợ trực tuyến qua ứng dụng hoặc website để giải đáp các câu hỏi liên quan đến các dịch vụ của mình không?,1,0,0
" Điều kiện để được sử dụng dịch vụ vay tín chấp, có gì khác nhau so với thẻ tín dụng?",0,1,0
 Nếu không có tiền bạc thì có thể tạo một vay trả về sau để mua hàng online?,0,0,1
 Tại sao lĩnh vực tài chính luôn là nền tảng cho kinh tế của mỗi nước?,1,1,0
" Tôi có thể khảo sát các sản phẩm, chính sách và hướng dẫn sử dụng trước khi tạo tài khoản ngân hàng trực tuyến?",0,0,1
" Vay nhanh nhất là gì, và có thể được sử dụng trải qua cả năm không?",0,1,0
 Đóng yếu để được ưu tiên trong quá trình thử nghiệm dịch vụ trực tuyến ngân hàng là gì?,0,1,0
" Nếu tôi muốn hỗ trợ tài chính tư vấn, có một số dịch vụ miễn phí chính thức không?",0,1,0
 Tôi có thể sử dụng vay cùng một lúng túng với thẻ tín dụng không?,1,0,0
 Tôi có thể hủy biến một lương tiền gửi vì lỗi do ngân hàng gửi lầm không?,0,1,0
 Bạn có thể hỗ trợ tôi mở một tài khoản online một cách đơn giản?,0,0,1
" Khi tôi có sử dụng thẻ ghi nợ, tôi có thể cắt thẻ để tránh lãi suất thêm?",0,0,1
 Địa chỉ trang web ngân hàng điện tử của VPBank NEO là gì?,0,0,1
 Có thể ngân hàng tạo cho một giấy phép cho tôi sử dụng tiết kiệm trực tuyến?,0,1,0
 Thời hạn chấp nhận nhận thẻ tín dụng mới nhất là bao nhiêu?,0,0,1
